ID Поездки;ID Водителя;ID Автомобиля;"Дата и время
начала поездки";Длина поездки, км
663;50;17;16.05.2023 18:18;55,4
664;41;11;16.05.2023 19:54;7,2
665;47;20;16.05.2023 20:47;6,7
666;35;12;16.05.2023 23:10;28,1
667;8;11;17.05.2023 1:04;11,2
668;44;6;17.05.2023 7:09;2,9
669;53;35;17.05.2023 8:31;33,4
670;32;38;17.05.2023 10:09;16,5
671;50;39;17.05.2023 10:50;31,1
672;42;16;17.05.2023 11:36;24,0
673;26;4;17.05.2023 15:01;15,4
674;17;6;17.05.2023 15:02;26,0
675;14;21;17.05.2023 15:27;15,1
676;50;17;17.05.2023 16:25;44,7
677;33;39;17.05.2023 16:27;29,3
678;62;41;17.05.2023 18:22;7,5
679;41;7;17.05.2023 22:55;31,5
680;52;39;18.05.2023 0:45;30,1
681;13;4;18.05.2023 3:24;24,2
682;60;22;18.05.2023 3:53;54,4
683;30;12;18.05.2023 4:59;16,5
684;34;32;18.05.2023 6:21;53,0
685;19;5;18.05.2023 7:02;24,6
686;48;19;18.05.2023 7:04;28,3
687;55;30;18.05.2023 8:32;5,4
688;35;36;18.05.2023 10:26;12,7
689;58;17;18.05.2023 11:45;49,2
690;44;6;18.05.2023 13:33;6,5
691;40;15;18.05.2023 14:32;37,2
692;24;1;18.05.2023 14:53;16,2
693;11;33;18.05.2023 17:05;21,9
694;48;38;18.05.2023 18:22;28,1
695;18;19;18.05.2023 20:23;46,3
696;29;6;18.05.2023 20:56;12,1
697;23;33;18.05.2023 22:11;55,9
698;63;13;18.05.2023 22:48;5,5
699;5;24;19.05.2023 0:27;42,9
700;6;6;19.05.2023 0:58;33,3
701;1;12;19.05.2023 1:13;55,6
702;3;6;19.05.2023 1:56;15,8
703;57;34;19.05.2023 3:31;54,7
704;30;3;19.05.2023 3:38;35,1
705;63;28;19.05.2023 5:02;28,7
706;53;21;19.05.2023 5:15;28,7
707;52;39;19.05.2023 5:50;45,6
708;63;13;19.05.2023 6:28;4,0
709;48;35;19.05.2023 7:23;34,5
710;19;36;19.05.2023 8:00;1,8
711;33;17;19.05.2023 9:18;49,0
712;10;36;19.05.2023 10:23;50,3
713;43;6;19.05.2023 12:29;28,9
714;25;13;19.05.2023 12:51;7,3
715;57;5;19.05.2023 14:15;49,8
716;57;24;19.05.2023 14:30;46,3
717;45;29;19.05.2023 14:54;24,8
718;28;41;19.05.2023 15:47;18,5
719;37;21;19.05.2023 16:13;8,0
720;14;41;19.05.2023 16:50;8,6
721;19;36;19.05.2023 17:01;42,9
722;57;18;19.05.2023 18:15;38,3
723;25;23;19.05.2023 18:30;30,6
724;16;7;19.05.2023 18:50;39,1
725;18;41;19.05.2023 23:33;10,3
726;10;24;20.05.2023 0:02;46,8
727;33;17;20.05.2023 0:20;43,6
728;18;19;20.05.2023 0:27;7,3
729;8;8;20.05.2023 0:36;48,2
730;11;7;20.05.2023 5:54;21,8
731;30;3;20.05.2023 6:00;18,8
732;63;13;20.05.2023 7:40;12,2
733;50;9;20.05.2023 8:48;39,3
734;33;2;20.05.2023 8:51;33,7
735;41;7;20.05.2023 10:56;57,0
736;61;39;20.05.2023 15:52;12,7
737;46;21;20.05.2023 15:59;14,6
738;13;9;20.05.2023 16:43;20,0
739;52;4;20.05.2023 18:52;18,1
740;21;7;20.05.2023 19:32;25,2
741;53;19;21.05.2023 1:28;31,0
742;15;41;21.05.2023 3:45;27,5
743;1;12;21.05.2023 5:02;27,2
744;13;4;21.05.2023 6:09;6,5
745;17;32;21.05.2023 11:18;43,1
746;6;6;21.05.2023 11:59;19,9
747;25;13;21.05.2023 12:03;44,6
748;18;41;21.05.2023 14:50;26,2
749;49;30;21.05.2023 15:18;6,5
750;60;28;21.05.2023 16:14;37,6
751;25;23;21.05.2023 17:47;43,0
752;63;23;21.05.2023 19:03;59,2
753;33;39;21.05.2023 20:16;19,4
754;6;32;21.05.2023 21:12;43,4
755;28;35;21.05.2023 21:21;17,2
756;34;6;21.05.2023 21:36;47,9
757;48;14;22.05.2023 2:08;43,5
758;51;40;22.05.2023 3:12;30,7
759;30;5;22.05.2023 3:31;2,4
760;39;40;22.05.2023 4:53;10,9
761;40;7;22.05.2023 7:25;28,1
762;37;35;22.05.2023 8:59;32,4
763;15;14;22.05.2023 10:00;33,7
764;23;40;22.05.2023 12:41;37,4
765;39;40;22.05.2023 13:20;48,3
766;23;15;22.05.2023 14:03;9,0
767;59;2;22.05.2023 15:47;38,6
768;23;15;22.05.2023 19:37;39,0
769;40;7;22.05.2023 19:43;32,3
770;24;16;22.05.2023 22:03;41,8
771;43;32;22.05.2023 22:44;40,4
772;57;3;22.05.2023 23:52;23,4
773;24;25;23.05.2023 0:23;35,0
774;38;21;23.05.2023 0:30;16,6
775;15;41;23.05.2023 2:08;49,5
776;54;33;23.05.2023 2:58;57,9
777;16;37;23.05.2023 3:30;2,1
778;26;4;23.05.2023 3:47;35,2
779;1;24;23.05.2023 5:33;4,9
780;38;14;23.05.2023 8:39;53,4
781;52;9;23.05.2023 12:47;29,0
782;55;20;23.05.2023 14:03;32,3
783;32;21;23.05.2023 14:10;49,5
784;51;11;23.05.2023 17:53;11,8
785;63;28;23.05.2023 18:26;4,4
786;9;31;23.05.2023 19:05;29,1
787;26;2;23.05.2023 20:43;3,6
788;4;32;24.05.2023 1:19;49,9
789;38;38;24.05.2023 6:48;21,5
790;24;16;24.05.2023 7:43;3,7
791;40;7;24.05.2023 8:36;48,1
792;26;39;24.05.2023 13:12;31,6
793;44;32;24.05.2023 16:26;35,0
794;36;6;24.05.2023 17:25;56,4
795;48;35;24.05.2023 20:26;42,2
796;20;21;24.05.2023 21:07;14,7
797;40;7;24.05.2023 23:32;20,9
798;29;32;25.05.2023 5:03;58,0
799;2;34;25.05.2023 6:02;38,8
800;49;29;25.05.2023 6:31;5,8
801;46;10;25.05.2023 7:32;35,6
802;57;3;25.05.2023 7:49;57,6
803;27;17;25.05.2023 8:10;18,2
804;28;10;25.05.2023 9:39;6,2
805;42;16;25.05.2023 11:02;30,6
806;49;27;25.05.2023 11:18;20,2
807;47;31;25.05.2023 11:18;45,2
808;9;29;25.05.2023 13:37;2,9
809;2;5;25.05.2023 13:47;47,6
810;3;6;25.05.2023 16:08;2,8
811;27;17;25.05.2023 16:28;56,9
812;27;2;25.05.2023 16:29;15,5
813;30;5;25.05.2023 16:32;22,5
814;2;5;25.05.2023 16:42;20,9
815;20;41;25.05.2023 18:38;6,7
816;40;40;25.05.2023 20:01;26,4
817;55;20;25.05.2023 21:06;27,2
818;13;2;26.05.2023 3:25;29,3
819;41;40;26.05.2023 6:36;21,0
820;53;19;26.05.2023 8:08;7,6
821;19;3;26.05.2023 9:37;17,3
822;46;21;26.05.2023 12:47;58,7
823;36;32;26.05.2023 13:47;31,4
824;56;14;26.05.2023 14:08;45,0
825;33;2;26.05.2023 16:07;47,8
826;32;14;26.05.2023 16:40;8,8
827;33;2;26.05.2023 19:44;43,7
828;54;15;26.05.2023 20:15;31,2
829;59;2;26.05.2023 21:17;6,5
830;55;27;26.05.2023 21:49;41,5
831;59;2;27.05.2023 0:55;38,5
832;36;32;27.05.2023 1:13;24,8
833;63;23;27.05.2023 1:41;15,2
834;17;6;27.05.2023 2:54;15,8
835;41;7;27.05.2023 3:20;19,1
836;38;21;27.05.2023 5:10;50,9
837;43;32;27.05.2023 6:44;52,8
838;18;21;27.05.2023 7:01;20,2
839;23;33;27.05.2023 8:32;55,1
840;36;32;27.05.2023 8:40;32,6
841;30;3;27.05.2023 12:52;49,0
842;54;37;27.05.2023 13:01;48,7
843;29;32;27.05.2023 15:01;25,3
844;43;32;27.05.2023 15:07;42,1
845;19;3;27.05.2023 16:45;4,6
846;51;33;27.05.2023 19:35;16,7
847;7;25;27.05.2023 22:37;12,6
848;43;6;28.05.2023 0:09;8,3
849;4;32;28.05.2023 0:18;47,2
850;17;6;28.05.2023 0:54;58,9
851;57;24;28.05.2023 1:30;17,4
852;40;15;28.05.2023 3:52;28,8
853;15;38;28.05.2023 4:13;12,6
854;12;20;28.05.2023 4:47;47,2
855;10;12;28.05.2023 4:53;10,6
856;44;32;28.05.2023 5:00;8,2
857;1;3;28.05.2023 9:50;21,0
858;5;18;28.05.2023 11:18;52,8
859;43;6;28.05.2023 11:50;45,8
860;49;30;28.05.2023 12:13;53,2
861;25;13;28.05.2023 13:23;58,6
862;17;6;28.05.2023 17:07;37,5
863;44;6;28.05.2023 17:43;34,9
864;44;32;28.05.2023 19:08;50,8
865;11;11;28.05.2023 19:33;38,2
866;22;16;28.05.2023 22:15;13,0
867;34;32;29.05.2023 1:25;28,6
868;48;10;29.05.2023 3:52;18,8
869;18;10;29.05.2023 5:44;48,2
870;49;20;29.05.2023 5:48;41,4
871;63;26;29.05.2023 7:35;27,8
872;10;5;29.05.2023 7:49;4,1
873;18;19;29.05.2023 9:30;57,7
874;63;23;29.05.2023 10:57;43,7
875;30;5;29.05.2023 16:17;27,1
876;50;4;29.05.2023 16:48;28,3
877;32;41;29.05.2023 17:04;3,9
878;28;19;29.05.2023 18:11;46,2
879;5;18;30.05.2023 0:38;46,3
880;51;15;30.05.2023 2:13;40,9
881;45;27;30.05.2023 2:29;10,9
882;10;18;30.05.2023 3:04;14,4
883;4;6;30.05.2023 3:12;31,7
884;39;7;30.05.2023 5:40;41,5
885;37;21;30.05.2023 9:30;11,1
886;25;13;30.05.2023 10:37;24,5
887;33;39;30.05.2023 10:47;6,0
888;23;8;30.05.2023 10:58;22,8
889;20;14;30.05.2023 11:12;21,1
890;51;8;30.05.2023 12:10;26,6
891;20;14;30.05.2023 12:20;27,6
892;44;32;30.05.2023 14:27;55,4
893;16;15;30.05.2023 15:12;58,6
894;19;24;30.05.2023 16:06;40,2
895;24;25;30.05.2023 16:38;13,7
896;36;32;30.05.2023 17:03;50,6
897;55;27;30.05.2023 17:42;47,8
898;19;36;30.05.2023 19:32;21,0
899;2;24;31.05.2023 2:01;52,3
900;37;21;31.05.2023 3:25;48,2
901;48;19;31.05.2023 4:17;53,2
902;48;10;31.05.2023 5:25;23,6
903;40;8;31.05.2023 5:30;52,1
904;10;34;31.05.2023 5:38;10,8
905;23;40;31.05.2023 6:42;3,1
906;2;24;31.05.2023 11:14;57,0
907;14;19;31.05.2023 13:30;48,3
908;4;6;31.05.2023 14:33;17,2
909;26;4;31.05.2023 16:41;23,5
910;13;17;31.05.2023 20:44;14,9
911;33;2;31.05.2023 23:11;25,6
912;4;6;01.06.2023 0:09;15,8
913;55;20;01.06.2023 4:33;53,0
914;37;35;01.06.2023 6:19;37,5
915;14;21;01.06.2023 6:21;37,3
916;17;6;01.06.2023 7:06;46,7
917;40;7;01.06.2023 12:05;9,0
918;51;7;01.06.2023 12:05;40,8
919;6;6;01.06.2023 14:10;20,8
920;55;30;01.06.2023 15:54;27,5
921;2;12;01.06.2023 17:28;23,4
922;42;25;01.06.2023 17:55;11,4
923;47;27;01.06.2023 17:57;42,8
924;38;41;01.06.2023 18:38;18,5
925;46;10;01.06.2023 19:09;31,4
926;1;12;01.06.2023 23:36;14,2
927;32;14;02.06.2023 3:01;47,9
928;31;23;02.06.2023 3:55;58,8
929;3;32;02.06.2023 3:57;6,5
930;6;6;02.06.2023 4:30;27,4
931;39;8;02.06.2023 9:51;18,2
932;42;25;02.06.2023 16:03;41,0
933;31;28;02.06.2023 19:32;5,7
934;47;20;02.06.2023 22:41;49,5
935;57;5;02.06.2023 22:44;4,1
936;58;2;02.06.2023 22:44;1,6
937;49;20;02.06.2023 23:39;53,8
938;33;9;02.06.2023 23:41;57,1
939;19;24;03.06.2023 0:31;13,9
940;42;42;03.06.2023 1:16;13,5
941;28;41;03.06.2023 2:12;39,5
942;51;11;03.06.2023 4:04;39,1
943;15;19;03.06.2023 5:40;24,5
944;53;35;03.06.2023 5:41;59,3
945;38;14;03.06.2023 6:18;19,9
946;61;39;03.06.2023 7:12;18,7
947;37;41;03.06.2023 10:08;21,9
948;41;11;03.06.2023 15:43;2,7
949;58;39;03.06.2023 17:11;38,4
950;8;37;03.06.2023 23:01;48,8
951;7;16;03.06.2023 23:02;6,9
952;52;17;04.06.2023 0:40;35,1
953;37;38;04.06.2023 2:06;11,9
954;23;7;04.06.2023 4:06;7,0
955;62;10;04.06.2023 4:48;18,8
956;62;21;04.06.2023 4:51;16,5
957;25;23;04.06.2023 5:12;35,1
958;24;1;04.06.2023 5:51;32,8
959;32;38;04.06.2023 6:41;26,5
960;22;25;04.06.2023 6:47;26,5
961;37;41;04.06.2023 12:02;30,5
962;43;32;04.06.2023 14:19;24,4
963;8;15;04.06.2023 20:10;22,2
964;31;22;04.06.2023 22:23;49,4
965;13;9;04.06.2023 23:10;26,9
966;12;30;05.06.2023 0:04;31,9
967;26;4;05.06.2023 0:59;31,7
968;59;4;05.06.2023 1:51;6,2
969;3;32;05.06.2023 1:53;58,6
970;12;20;05.06.2023 4:01;59,3
971;61;9;05.06.2023 4:19;31,5
972;39;37;05.06.2023 6:15;27,5
973;11;8;05.06.2023 8:28;46,6
974;57;34;05.06.2023 13:13;17,7
975;62;10;05.06.2023 13:53;25,9
976;27;39;05.06.2023 14:38;57,4
977;60;28;05.06.2023 16:50;46,1
978;31;26;05.06.2023 17:26;48,0
979;26;2;05.06.2023 19:47;47,7
980;47;30;05.06.2023 20:02;36,5
981;16;8;05.06.2023 20:14;38,2
982;2;18;05.06.2023 20:51;47,5
983;55;20;06.06.2023 1:11;13,3
984;29;32;06.06.2023 1:29;20,7
985;53;10;06.06.2023 1:58;32,4
986;56;14;06.06.2023 4:15;50,1
987;41;8;06.06.2023 5:03;43,0
988;42;16;06.06.2023 5:09;30,9
989;11;7;06.06.2023 5:52;36,5
990;38;19;06.06.2023 6:40;59,1
991;5;12;06.06.2023 8:00;21,9
992;7;25;06.06.2023 9:31;5,8
993;25;13;06.06.2023 10:04;7,4
994;56;14;06.06.2023 10:39;4,3
995;25;22;06.06.2023 10:43;40,7
996;33;4;06.06.2023 11:48;19,6
997;6;32;06.06.2023 15:16;55,9
998;34;32;06.06.2023 17:43;55,7
999;27;17;06.06.2023 18:22;23,5
1000;48;21;06.06.2023 18:30;27,6
1001;57;36;06.06.2023 18:37;58,3
1002;54;15;06.06.2023 18:53;47,1
1003;63;28;06.06.2023 20:57;14,2
1004;59;39;07.06.2023 0:13;58,5
1005;53;38;07.06.2023 0:36;36,8
1006;33;2;07.06.2023 1:17;55,4
1007;12;29;07.06.2023 1:29;45,6
1008;16;40;07.06.2023 1:56;6,7
1009;6;32;07.06.2023 5:51;38,5
1010;34;32;07.06.2023 7:29;23,3
1011;18;35;07.06.2023 13:19;39,3
1012;31;22;07.06.2023 14:10;28,5
1013;25;13;07.06.2023 14:15;25,5
1014;18;10;07.06.2023 15:47;20,3
1015;47;20;07.06.2023 16:01;27,5
1016;61;17;07.06.2023 17:08;49,5
1017;43;6;07.06.2023 19:57;53,8
1018;17;32;07.06.2023 22:04;19,6
1019;42;16;07.06.2023 22:08;7,1
1020;34;6;07.06.2023 22:30;21,1
1021;23;33;08.06.2023 0:08;44,6
1022;24;1;08.06.2023 0:21;43,8
1023;32;38;08.06.2023 1:03;45,1
1024;59;17;08.06.2023 1:35;32,4
1025;9;30;08.06.2023 3:01;16,7
1026;27;2;08.06.2023 3:49;44,5
1027;22;16;08.06.2023 4:02;9,9
1028;24;25;08.06.2023 5:38;24,2
1029;42;42;08.06.2023 7:36;37,9
1030;43;6;08.06.2023 8:02;17,8
1031;45;27;08.06.2023 9:01;26,0
1032;29;6;08.06.2023 11:01;57,5
1033;4;6;08.06.2023 12:02;31,4
1034;43;6;08.06.2023 13:12;28,8
1035;47;29;08.06.2023 13:53;25,2
1036;23;33;08.06.2023 15:44;36,9
1037;23;8;08.06.2023 15:55;31,7
1038;43;32;08.06.2023 16:37;1,8
1039;17;32;08.06.2023 16:46;52,7
1040;20;41;08.06.2023 18:07;25,7
1041;7;16;08.06.2023 22:03;16,7
1042;15;35;09.06.2023 3:15;56,3
1043;22;25;09.06.2023 6:07;52,8
1044;26;4;09.06.2023 7:00;20,9
1045;54;40;09.06.2023 7:27;52,3
1046;51;15;09.06.2023 10:25;5,2
1047;3;32;09.06.2023 11:21;53,1
1048;10;34;09.06.2023 13:54;31,6
1049;22;25;09.06.2023 14:58;9,0
1050;28;41;09.06.2023 19:02;4,5
1051;49;20;09.06.2023 21:05;40,1
1052;39;37;09.06.2023 21:08;10,5
1053;37;14;09.06.2023 21:43;21,3
1054;25;23;09.06.2023 23:24;38,1
1055;56;10;10.06.2023 1:15;3,0
1056;49;29;10.06.2023 4:24;12,8
1057;30;36;10.06.2023 6:06;11,1
1058;40;15;10.06.2023 6:13;41,0
1059;11;15;10.06.2023 7:11;33,1
1060;42;42;10.06.2023 8:04;11,3
1061;39;15;10.06.2023 12:05;55,0
1062;54;40;10.06.2023 18:01;7,3
1063;10;34;10.06.2023 20:04;44,9
1064;34;32;10.06.2023 20:24;19,5
1065;35;12;11.06.2023 1:12;1,9
1066;16;15;11.06.2023 3:06;25,3
1067;55;29;11.06.2023 3:22;28,9
1068;2;5;11.06.2023 6:06;18,0
1069;3;6;11.06.2023 6:35;33,6
1070;18;35;11.06.2023 8:38;32,5
1071;46;41;11.06.2023 9:09;22,2
1072;22;42;11.06.2023 14:48;36,8
1073;50;9;11.06.2023 17:16;21,2
1074;26;17;11.06.2023 19:28;25,1
1075;37;19;11.06.2023 19:37;29,5
1076;1;36;11.06.2023 21:34;13,2
1077;14;10;12.06.2023 0:16;40,7
1078;36;6;12.06.2023 1:51;57,0
1079;6;32;12.06.2023 3:29;60,0
1080;5;12;12.06.2023 3:49;29,8
1081;30;18;12.06.2023 6:17;45,3
1082;15;14;12.06.2023 6:41;27,5
1083;9;31;12.06.2023 11:12;5,4
1084;47;31;12.06.2023 11:36;12,3
1085;28;14;12.06.2023 11:50;33,1
1086;3;6;12.06.2023 12:05;27,3
1087;16;7;12.06.2023 13:58;43,7
1088;17;32;12.06.2023 16:06;13,0
1089;45;30;12.06.2023 17:41;10,9
1090;16;7;12.06.2023 19:09;5,3
1091;55;29;12.06.2023 20:12;48,1
1092;19;18;13.06.2023 0:21;19,2
1093;1;5;13.06.2023 3:51;44,8
1094;34;32;13.06.2023 3:59;52,4
1095;52;4;13.06.2023 5:56;40,8
1096;61;9;13.06.2023 7:13;55,2
1097;36;6;13.06.2023 9:00;6,2
1098;57;12;13.06.2023 10:39;9,6
1099;57;18;13.06.2023 11:30;8,2
1100;61;9;13.06.2023 17:06;14,4
1101;57;24;13.06.2023 17:33;7,6
1102;32;10;13.06.2023 18:22;58,9
1103;12;29;13.06.2023 19:16;33,8
1104;48;19;13.06.2023 19:17;14,9
1105;33;2;13.06.2023 20:38;18,9
1106;15;38;14.06.2023 0:40;12,2
1107;55;20;14.06.2023 1:16;54,9
1108;38;21;14.06.2023 2:02;37,4
1109;19;36;14.06.2023 3:24;52,2
1110;24;42;14.06.2023 4:20;42,5
1111;59;2;14.06.2023 7:23;14,8
1112;32;41;14.06.2023 7:26;55,1
1113;44;32;14.06.2023 7:46;56,2
1114;49;30;14.06.2023 9:09;15,3
1115;19;36;14.06.2023 11:10;41,2
1116;19;18;14.06.2023 13:45;59,0
1117;58;9;14.06.2023 16:00;46,0
1118;23;33;14.06.2023 16:08;23,6
1119;53;21;14.06.2023 18:33;11,1
1120;48;41;14.06.2023 21:50;47,2
1121;49;27;14.06.2023 22:21;55,1
1122;21;8;14.06.2023 23:12;2,3
1123;8;8;15.06.2023 0:24;23,2
1124;39;8;15.06.2023 1:58;53,5
1125;45;27;15.06.2023 2:22;22,8
1126;62;10;15.06.2023 2:50;56,6
1127;31;13;15.06.2023 2:51;4,4
1128;42;25;15.06.2023 3:56;19,4
1129;15;10;15.06.2023 3:57;29,4
1130;32;35;15.06.2023 4:15;16,6
1131;20;35;15.06.2023 4:29;40,3
1132;32;14;15.06.2023 4:33;57,3
1133;5;24;15.06.2023 6:37;10,4
1134;18;35;15.06.2023 7:50;49,8
1135;45;31;15.06.2023 7:51;22,5
1136;47;20;15.06.2023 9:40;59,9
1137;2;34;15.06.2023 11:02;33,0
1138;63;13;15.06.2023 15:51;39,1
1139;19;18;15.06.2023 16:45;31,0
1140;48;14;15.06.2023 18:42;32,5
1141;47;20;15.06.2023 19:51;20,2
1142;29;32;15.06.2023 19:57;30,2
1143;31;26;16.06.2023 0:19;42,4
1144;17;6;16.06.2023 1:14;20,0
1145;49;29;16.06.2023 2:45;27,3
1146;6;32;16.06.2023 2:51;15,6
1147;44;32;16.06.2023 5:33;27,3
1148;37;38;16.06.2023 8:32;2,3
1149;45;31;16.06.2023 8:34;52,5
1150;39;8;16.06.2023 8:43;21,7
1151;58;4;16.06.2023 9:33;42,2
1152;9;29;16.06.2023 11:10;41,0
1153;55;29;16.06.2023 12:18;21,3
1154;39;40;16.06.2023 13:25;37,4
1155;45;30;16.06.2023 15:21;31,8
1156;47;30;16.06.2023 16:45;19,9
1157;40;8;16.06.2023 17:30;28,3
1158;42;1;16.06.2023 18:04;39,8
1159;23;11;16.06.2023 18:15;27,8
1160;61;17;16.06.2023 18:51;40,3
1161;50;9;16.06.2023 19:05;21,3
1162;23;11;16.06.2023 22:19;18,5
1163;29;32;16.06.2023 22:40;55,7
1164;42;25;16.06.2023 22:51;27,6
1165;25;23;16.06.2023 23:31;42,5
1166;2;12;16.06.2023 23:47;3,5
1167;33;17;17.06.2023 1:03;39,9
1168;41;15;17.06.2023 2:55;34,2
1169;17;6;17.06.2023 3:10;9,8
1170;42;25;17.06.2023 5:03;5,3
1171;2;3;17.06.2023 6:47;2,4
1172;52;39;17.06.2023 7:40;10,0
1173;54;37;17.06.2023 10:34;28,8
1174;47;30;17.06.2023 10:43;11,3
1175;50;17;17.06.2023 11:25;53,1
1176;55;27;17.06.2023 11:31;36,1
1177;39;40;17.06.2023 12:35;43,5
1178;18;10;17.06.2023 13:00;48,9
1179;24;42;17.06.2023 14:17;44,1
1180;5;3;17.06.2023 14:37;47,5
1181;41;33;17.06.2023 14:59;56,2
1182;39;11;17.06.2023 15:17;4,9
1183;12;31;17.06.2023 16:09;34,7
1184;61;2;17.06.2023 19:46;44,7
1185;47;20;17.06.2023 19:50;21,7
1186;21;33;17.06.2023 21:04;6,2
1187;24;25;17.06.2023 23:08;37,7
1188;1;34;17.06.2023 23:41;8,5
1189;42;25;18.06.2023 1:32;47,1
1190;7;42;18.06.2023 4:34;18,5
1191;27;4;18.06.2023 5:24;57,9
1192;4;32;18.06.2023 9:33;6,3
1193;17;6;18.06.2023 9:49;46,5
1194;24;1;18.06.2023 10:58;27,8
1195;24;25;18.06.2023 11:30;38,9
1196;49;30;18.06.2023 14:58;1,6
1197;19;3;18.06.2023 15:26;18,2
1198;47;20;18.06.2023 17:37;40,1
1199;60;28;18.06.2023 18:37;32,6
1200;60;26;18.06.2023 19:25;57,3
1201;47;27;18.06.2023 19:55;24,3
1202;39;40;18.06.2023 22:00;31,2
1203;58;9;18.06.2023 22:19;13,0
1204;16;40;19.06.2023 0:55;30,1
1205;57;3;19.06.2023 3:04;12,9
1206;34;6;19.06.2023 5:11;48,0
1207;31;23;19.06.2023 7:45;57,5
1208;26;17;19.06.2023 8:03;27,4
1209;28;10;19.06.2023 10:58;3,6
1210;54;7;19.06.2023 13:14;51,3
1211;32;21;19.06.2023 13:21;58,0
1212;51;8;19.06.2023 13:39;12,9
1213;53;21;19.06.2023 14:40;22,3
1214;7;25;19.06.2023 16:34;45,1
1215;22;25;19.06.2023 18:07;25,7
1216;44;32;19.06.2023 20:59;19,1
1217;16;37;19.06.2023 21:14;28,1
1218;11;37;19.06.2023 21:40;48,7
1219;34;6;19.06.2023 21:47;27,9
1220;45;31;19.06.2023 22:18;25,2
1221;42;1;19.06.2023 22:55;41,5
1222;13;39;19.06.2023 23:16;38,5
1223;26;2;19.06.2023 23:43;48,0
1224;6;6;20.06.2023 0:29;15,9
1225;58;17;20.06.2023 0:41;4,5
1226;10;24;20.06.2023 2:24;42,0
1227;13;4;20.06.2023 3:23;58,1
1228;62;10;20.06.2023 3:35;15,7
1229;16;37;20.06.2023 4:39;28,3
1230;10;12;20.06.2023 5:11;31,1
1231;57;36;20.06.2023 5:32;41,2
1232;14;35;20.06.2023 5:36;21,5
1233;49;20;20.06.2023 5:41;58,9
1234;8;8;20.06.2023 7:06;32,9
1235;63;13;20.06.2023 7:12;29,4
1236;54;15;20.06.2023 7:38;41,8
1237;50;2;20.06.2023 8:48;19,9
1238;54;8;20.06.2023 11:16;12,9
1239;54;33;20.06.2023 13:33;24,9
1240;30;34;20.06.2023 13:33;2,0
1241;39;40;20.06.2023 15:13;38,9
1242;21;7;20.06.2023 19:29;53,8
1243;13;39;20.06.2023 19:41;32,3
1244;2;36;21.06.2023 10:28;32,0
1245;51;8;21.06.2023 11:07;56,4
1246;48;21;21.06.2023 12:46;32,7
1247;54;7;21.06.2023 13:49;6,2
1248;47;27;21.06.2023 16:09;16,8
1249;44;32;21.06.2023 16:43;11,7
1250;60;13;21.06.2023 19:45;47,8
1251;40;15;21.06.2023 23:07;55,3
1252;10;36;21.06.2023 23:52;32,4
1253;44;6;22.06.2023 2:04;47,0
1254;53;14;22.06.2023 3:21;27,8
1255;38;38;22.06.2023 7:53;2,2
1256;10;24;22.06.2023 8:17;52,2
1257;21;33;22.06.2023 9:14;19,1
1258;54;15;22.06.2023 11:50;20,8
1259;7;25;22.06.2023 12:18;41,3
1260;3;32;22.06.2023 14:48;40,2
1261;10;3;22.06.2023 15:54;9,3
1262;30;5;22.06.2023 16:54;18,0
1263;29;6;22.06.2023 17:47;55,5
1264;41;7;22.06.2023 21:05;33,7
1265;5;5;22.06.2023 21:21;38,6
1266;6;6;22.06.2023 22:12;18,3
1267;63;22;22.06.2023 22:57;32,1
1268;51;15;22.06.2023 23:21;3,5
1269;48;10;22.06.2023 23:21;34,1
1270;45;20;23.06.2023 4:03;30,4
1271;52;4;23.06.2023 4:10;8,4
1272;42;1;23.06.2023 6:04;29,2
1273;14;19;23.06.2023 6:06;18,0
1274;39;40;23.06.2023 7:46;19,9
1275;28;21;23.06.2023 10:14;24,3
1276;51;37;23.06.2023 11:40;47,5
1277;27;39;23.06.2023 12:59;14,2
1278;7;42;23.06.2023 14:13;16,3
1279;11;7;23.06.2023 14:18;55,0
1280;63;13;23.06.2023 15:00;60,0
1281;38;21;23.06.2023 15:15;38,2
1282;42;16;23.06.2023 18:13;49,2
1283;17;6;23.06.2023 19:28;26,1
1284;53;14;23.06.2023 20:48;12,1
1285;56;41;23.06.2023 23:22;45,1
1286;43;6;23.06.2023 23:31;11,1
1287;9;31;24.06.2023 1:55;42,5
1288;60;26;24.06.2023 3:04;24,1
1289;4;6;24.06.2023 7:51;50,2
1290;10;36;24.06.2023 8:06;49,9
1291;42;1;24.06.2023 8:36;26,6
1292;57;3;24.06.2023 9:08;48,9
1293;1;34;24.06.2023 9:16;37,3
1294;42;42;24.06.2023 10:31;34,3
1295;29;32;24.06.2023 12:05;31,0
1296;1;5;24.06.2023 12:25;42,5
1297;46;14;24.06.2023 17:18;34,1
1298;16;37;24.06.2023 19:40;49,4
1299;22;25;24.06.2023 21:13;3,0
1300;16;15;24.06.2023 21:38;4,5
1301;1;12;24.06.2023 22:36;36,4
1302;47;20;24.06.2023 23:02;21,3
1303;22;42;24.06.2023 23:20;25,2
1304;32;14;25.06.2023 1:24;37,9
1305;29;32;25.06.2023 2:33;42,7
1306;34;32;25.06.2023 2:45;50,8
1307;7;1;25.06.2023 3:08;24,4
1308;57;3;25.06.2023 3:47;44,4
1309;15;10;25.06.2023 3:59;47,8
1310;33;17;25.06.2023 6:16;39,5
1311;58;39;25.06.2023 7:11;7,6
